Idade,Atrito,Viagens de negócios,Taxa Diária,Departamento,Distância de casa,Educação,Campo de Educação,Contagem de funcionários,Número do funcionário,Satisfação Ambiental,Gênero,Taxa horária,Envolvimento no Trabalho,Nível do trabalho,Função do Trabalho,Satisfação no Trabalho,Estado civil,Renda Mensal,Taxa Mensal,NumCompaniesWorked,Maiores de 18 anos,Ao longo do tempo,PorcentagemSalárioCaminhada,Classificação de desempenho,RelacionamentoSatisfação,Horas Padrão,Nível de opção de estoque,Total de anos de trabalho,Tempos de treinamentoÚltimo ano,WorkLifeBalance,AnosNaEmpresa,Anos na função atual,AnosDesdeÚltimaPromoção,AnosComCurrManager
50,Não,Viajar_Raramente,1126,Pesquisa e Desenvolvimento,1,2,Médico,1,997,4,Macho,66,3,4,Diretor de Pesquisa,4,Divorciado,17399,6615,9,S,Não,22,4,3,80,1,32,1,2,5,4,1,3
33,Não,Viajar_Frequentemente,827,Pesquisa e Desenvolvimento,1,4,Outro,1,998,3,Fêmea,84,4,2,Representante de saúde,2,Casado,5488,20161,1,S,Sim,13,3,1,80,1,6,2,3,6,5,1,2
41,Não,Viajar_Frequentemente,840,Pesquisa e Desenvolvimento,9,3,Médico,1,999,1,Macho,64,3,5,Diretor de Pesquisa,3,Divorciado,19419,3735,2,S,Não,17,3,2,80,1,21,2,4,18,16,0,11
27,Não,Viajar_Raramente,1134,Pesquisa e Desenvolvimento,16,4,Grau Técnico,1,1001,3,Fêmea,37,3,1,Técnico de Laboratório,2,Casado,2811,12086,9,S,Não,14,3,2,80,1,4,2,3,2,2,2,2
45,Não,Não viagem,248,Pesquisa e Desenvolvimento,23,2,Ciências da Vida,1,1002,4,Macho,42,3,2,Técnico de Laboratório,1,Casado,3633,14039,1,S,Sim,15,3,3,80,1,9,2,3,9,8,0,8
47,Não,Viajar_Raramente,955,Vendas,4,2,Ciências da Vida,1,1003,4,Fêmea,83,3,2,Executivo de vendas,4,Solteiro,4163,8571,1,S,Sim,17,3,3,80,0,9,0,3,9,0,0,7
30,Sim,Viajar_Raramente,138,Pesquisa e Desenvolvimento,22,3,Ciências da Vida,1,1004,1,Fêmea,48,3,1,Cientista Pesquisador,3,Casado,2132,11539,4,S,Sim,11,3,2,80,0,7,2,3,5,2,0,1
50,Não,Viajar_Raramente,939,Pesquisa e Desenvolvimento,24,3,Ciências da Vida,1,1005,4,Macho,95,3,4,Diretor de Manufatura,3,Casado,13973,4161,3,S,Sim,18,3,4,80,1,22,2,3,12,11,1,5
38,Não,Viajar_Frequentemente,1391,Pesquisa e Desenvolvimento,10,1,Médico,1,1006,3,Macho,66,3,1,Cientista Pesquisador,3,Casado,2684,12127,0,S,Não,17,3,2,80,1,3,0,2,2,1,0,2
46,Não,Viajar_Raramente,566,Pesquisa e Desenvolvimento,7,2,Médico,1,1007,4,Macho,75,3,3,Diretor de Manufatura,3,Divorciado,10845,24208,6,S,Não,13,3,2,80,1,13,3,3,8,7,0,7
24,Não,Viajar_Raramente,1206,Pesquisa e Desenvolvimento,17,1,Médico,1,1009,4,Fêmea,41,2,2,Diretor de Manufatura,3,Divorciado,4377,24117,1,S,Não,15,3,2,80,2,5,6,3,4,2,3,2
35,Sim,Viajar_Raramente,622,Pesquisa e Desenvolvimento,14,4,Outro,1,1010,3,Macho,39,2,1,Técnico de Laboratório,2,Divorciado,3743,10074,1,S,Sim,24,4,4,80,1,5,2,1,4,2,0,2
31,Não,Viajar_Frequentemente,853,Pesquisa e Desenvolvimento,1,1,Ciências da Vida,1,1011,3,Fêmea,96,3,2,Diretor de Manufatura,1,Casado,4148,11275,1,S,Não,12,3,3,80,1,4,1,3,4,3,0,3
18,Não,Não viagem,287,Pesquisa e Desenvolvimento,5,2,Ciências da Vida,1,1012,2,Macho,73,3,1,Cientista Pesquisador,4,Solteiro,1051,13493,1,S,Não,15,3,4,80,0,0,2,3,0,0,0,0
54,Não,Viajar_Raramente,1441,Pesquisa e Desenvolvimento,17,3,Grau Técnico,1,1013,3,Fêmea,56,3,3,Diretor de Manufatura,3,Casado,10739,13943,8,S,Não,11,3,3,80,1,22,2,3,10,7,0,8
35,Não,Viajar_Raramente,583,Pesquisa e Desenvolvimento,25,4,Médico,1,1014,3,Fêmea,57,3,3,Representante de saúde,3,Divorciado,10388,6975,1,S,Sim,11,3,3,80,1,16,3,2,16,10,10,1
30,Não,Viajar_Raramente,153,Pesquisa e Desenvolvimento,8,2,Ciências da Vida,1,1015,2,Fêmea,73,4,3,Diretor de Pesquisa,1,Casado,11416,17802,0,S,Sim,12,3,3,80,3,9,4,2,8,7,1,7
20,Sim,Viajar_Raramente,1097,Pesquisa e Desenvolvimento,11,3,Médico,1,1016,4,Fêmea,98,2,1,Cientista Pesquisador,1,Solteiro,2600,18275,1,S,Sim,15,3,1,80,0,1,2,3,1,0,0,0
30,Sim,Viajar_Frequentemente,109,Pesquisa e Desenvolvimento,5,3,Médico,1,1017,2,Fêmea,60,3,1,Técnico de Laboratório,2,Solteiro,2422,25725,0,S,Não,17,3,1,80,0,4,3,3,3,2,1,2
26,Não,Viajar_Raramente,1066,Pesquisa e Desenvolvimento,2,2,Médico,1,1018,4,Macho,32,4,2,Diretor de Manufatura,4,Casado,5472,3334,1,S,Não,12,3,2,80,0,8,2,3,8,7,1,3
22,Não,Viajar_Raramente,217,Pesquisa e Desenvolvimento,8,1,Ciências da Vida,1,1019,2,Macho,94,1,1,Técnico de Laboratório,1,Casado,2451,6881,1,S,Não,15,3,1,80,1,4,3,2,4,3,1,1
48,Não,Viajar_Raramente,277,Pesquisa e Desenvolvimento,6,3,Ciências da Vida,1,1022,1,Macho,97,2,2,Representante de saúde,3,Solteiro,4240,13119,2,S,Não,13,3,4,80,0,19,0,3,2,2,2,2
48,Não,Viajar_Raramente,1355,Pesquisa e Desenvolvimento,4,4,Ciências da Vida,1,1024,3,Macho,78,2,3,Representante de saúde,3,Solteiro,10999,22245,7,S,Não,14,3,2,80,0,27,3,3,15,11,4,8
41,Não,Viajar_Raramente,549,Pesquisa e Desenvolvimento,7,2,Médico,1,1025,4,Fêmea,42,3,2,Diretor de Manufatura,3,Solteiro,5003,23371,6,S,Não,14,3,2,80,0,8,6,3,2,2,2,1
39,Não,Viajar_Raramente,466,Pesquisa e Desenvolvimento,1,1,Ciências da Vida,1,1026,4,Fêmea,65,2,4,Diretor de Manufatura,4,Casado,12742,7060,1,S,Não,16,3,3,80,1,21,3,3,21,6,11,8
27,Não,Viajar_Raramente,1055,Pesquisa e Desenvolvimento,2,4,Ciências da Vida,1,1027,1,Fêmea,47,3,2,Diretor de Manufatura,4,Casado,4227,4658,0,S,Não,18,3,2,80,1,4,2,3,3,2,2,2
35,Não,Viajar_Raramente,802,Pesquisa e Desenvolvimento,10,3,Outro,1,1028,2,Macho,45,3,1,Técnico de Laboratório,4,Divorciado,3917,9541,1,S,Não,20,4,1,80,1,3,4,2,3,2,1,2
42,Não,Viajar_Raramente,265,Vendas,5,2,Marketing,1,1029,4,Macho,90,3,5,Gerente,3,Casado,18303,7770,6,S,Não,13,3,2,80,0,21,3,4,1,0,0,0
50,Não,Viajar_Raramente,804,Pesquisa e Desenvolvimento,9,3,Ciências da Vida,1,1030,1,Macho,64,3,1,Técnico de Laboratório,4,Casado,2380,20165,4,S,Não,18,3,2,80,0,8,5,3,1,0,0,0
59,Não,Viajar_Raramente,715,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,1032,3,Fêmea,69,2,4,Diretor de Manufatura,4,Solteiro,13726,21829,3,S,Sim,13,3,1,80,0,30,4,3,5,3,4,3
37,Sim,Viajar_Raramente,1141,Pesquisa e Desenvolvimento,11,2,Médico,1,1033,1,Fêmea,61,1,2,Representante de saúde,2,Casado,4777,14382,5,S,Não,15,3,1,80,0,15,2,1,1,0,0,0
55,Não,Viajar_Frequentemente,135,Pesquisa e Desenvolvimento,18,4,Médico,1,1034,3,Macho,62,3,2,Representante de saúde,2,Casado,6385,12992,3,S,Sim,14,3,4,80,2,17,3,3,8,7,6,7
41,Não,Não viagem,247,Pesquisa e Desenvolvimento,7,1,Ciências da Vida,1,1035,2,Fêmea,55,1,5,Diretor de Pesquisa,3,Divorciado,19973,20284,1,S,Não,22,4,2,80,2,21,3,3,21,16,5,10
38,Não,Viajar_Raramente,1035,Vendas,3,4,Ciências da Vida,1,1036,2,Macho,42,3,2,Executivo de vendas,4,Solteiro,6861,4981,8,S,Sim,12,3,3,80,0,19,1,3,1,0,0,0
26,Sim,Não viagem,265,Vendas,29,2,Médico,1,1037,2,Macho,79,1,2,Executivo de vendas,1,Solteiro,4969,21813,8,S,Não,18,3,4,80,0,7,6,3,2,2,2,2
52,Sim,Viajar_Raramente,266,Vendas,2,1,Marketing,1,1038,1,Fêmea,57,1,5,Gerente,4,Casado,19845,25846,1,S,Não,15,3,4,80,1,33,3,3,32,14,6,9
44,Não,Viajar_Raramente,1448,Vendas,28,3,Médico,1,1039,4,Fêmea,53,4,4,Executivo de vendas,4,Casado,13320,11737,3,S,Sim,18,3,3,80,1,23,2,3,12,11,11,11
50,Não,Não viagem,145,Vendas,1,3,Ciências da Vida,1,1040,4,Fêmea,95,3,2,Executivo de vendas,3,Casado,6347,24920,0,S,Não,12,3,1,80,1,19,3,3,18,7,0,13
36,Sim,Viajar_Raramente,885,Pesquisa e Desenvolvimento,16,4,Ciências da Vida,1,1042,3,Fêmea,43,4,1,Técnico de Laboratório,1,Solteiro,2743,8269,1,S,Não,16,3,3,80,0,18,1,3,17,13,15,14
39,Não,Viajar_Frequentemente,945,Pesquisa e Desenvolvimento,22,3,Médico,1,1043,4,Fêmea,82,3,3,Diretor de Manufatura,1,Solteiro,10880,5083,1,S,Sim,13,3,3,80,0,21,2,3,21,6,2,8
33,Não,Não viagem,1038,Vendas,8,1,Ciências da Vida,1,1044,2,Fêmea,88,2,1,Representante de vendas,4,Solteiro,2342,21437,0,S,Não,19,3,4,80,0,3,2,2,2,2,2,2
45,Não,Viajar_Raramente,1234,Vendas,11,2,Ciências da Vida,1,1045,4,Fêmea,90,3,4,Gerente,4,Casado,17650,5404,3,S,Não,13,3,2,80,1,26,4,4,9,3,1,1
32,Não,Não viagem,1109,Pesquisa e Desenvolvimento,29,4,Médico,1,1046,4,Fêmea,69,3,1,Técnico de Laboratório,3,Solteiro,4025,11135,9,S,Não,12,3,2,80,0,10,2,3,8,7,7,7
34,Não,Viajar_Raramente,216,Vendas,1,4,Marketing,1,1047,2,Macho,75,4,2,Executivo de vendas,4,Divorciado,9725,12278,0,S,Não,11,3,4,80,1,16,2,2,15,1,0,9
59,Não,Viajar_Raramente,1089,Vendas,1,2,Grau Técnico,1,1048,2,Macho,66,3,3,Gerente,4,Casado,11904,11038,3,S,Sim,14,3,3,80,1,14,1,1,6,4,0,4
45,Não,Viajar_Raramente,788,Recursos Humanos,24,4,Médico,1,1049,2,Macho,36,3,1,Recursos Humanos,2,Solteiro,2177,8318,1,S,Não,16,3,1,80,0,6,3,3,6,3,0,4
53,Não,Viajar_Frequentemente,124,Vendas,2,3,Marketing,1,1050,3,Fêmea,38,2,3,Executivo de vendas,2,Casado,7525,23537,2,S,Não,12,3,1,80,1,30,2,3,15,7,6,12
36,Sim,Viajar_Raramente,660,Pesquisa e Desenvolvimento,15,3,Outro,1,1052,1,Macho,81,3,2,Técnico de Laboratório,3,Divorciado,4834,7858,7,S,Não,14,3,2,80,1,9,3,2,1,0,0,0
26,Sim,Viajar_Frequentemente,342,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,1053,1,Macho,57,3,1,Cientista Pesquisador,1,Casado,2042,15346,6,S,Sim,14,3,2,80,1,6,2,3,3,2,1,2
34,Não,Viajar_Raramente,1333,Vendas,10,4,Ciências da Vida,1,1055,3,Fêmea,87,3,1,Representante de vendas,3,Casado,2220,18410,1,S,Sim,19,3,4,80,1,1,2,3,1,1,0,0
28,Não,Viajar_Raramente,1144,Vendas,10,1,Médico,1,1056,4,Macho,74,3,1,Representante de vendas,2,Casado,1052,23384,1,S,Não,22,4,2,80,0,1,5,3,1,0,0,0
38,Não,Viajar_Frequentemente,1186,Pesquisa e Desenvolvimento,3,4,Outro,1,1060,3,Macho,44,3,1,Cientista Pesquisador,3,Casado,2821,2997,3,S,Não,16,3,1,80,1,8,2,3,2,2,2,2
50,Não,Viajar_Raramente,1464,Pesquisa e Desenvolvimento,2,4,Médico,1,1061,2,Macho,62,3,5,Diretor de Pesquisa,3,Casado,19237,12853,2,S,Sim,11,3,4,80,1,29,2,2,8,1,7,7
37,Não,Viajar_Raramente,124,Pesquisa e Desenvolvimento,3,3,Outro,1,1062,4,Fêmea,35,3,2,Representante de saúde,2,Solteiro,4107,13848,3,S,Não,15,3,1,80,0,8,3,2,4,3,0,1
40,Não,Viajar_Raramente,300,Vendas,26,3,Marketing,1,1066,3,Macho,74,3,2,Executivo de vendas,1,Casado,8396,22217,1,S,Não,14,3,2,80,1,8,3,2,7,7,7,5
26,Não,Viajar_Frequentemente,921,Pesquisa e Desenvolvimento,1,1,Médico,1,1068,1,Fêmea,66,2,1,Cientista Pesquisador,3,Divorciado,2007,25265,1,S,Não,13,3,3,80,2,5,5,3,5,3,1,3
46,Não,Viajar_Raramente,430,Pesquisa e Desenvolvimento,1,4,Médico,1,1069,4,Macho,40,3,5,Diretor de Pesquisa,4,Divorciado,19627,21445,9,S,Não,17,3,4,80,2,23,0,3,2,2,2,2
54,Não,Viajar_Raramente,1082,Vendas,2,4,Ciências da Vida,1,1070,3,Fêmea,41,2,3,Executivo de vendas,3,Casado,10686,8392,6,S,Não,11,3,2,80,1,13,4,3,9,4,7,0
56,Não,Viajar_Frequentemente,1240,Pesquisa e Desenvolvimento,9,3,Médico,1,1071,1,Fêmea,63,3,1,Cientista Pesquisador,3,Casado,2942,12154,2,S,Não,19,3,2,80,1,18,4,3,5,4,0,3
36,Não,Viajar_Raramente,796,Pesquisa e Desenvolvimento,12,5,Médico,1,1073,4,Fêmea,51,2,3,Diretor de Manufatura,4,Solteiro,8858,15669,0,S,Não,11,3,2,80,0,15,2,2,14,8,7,8
55,Não,Não viagem,444,Pesquisa e Desenvolvimento,2,1,Médico,1,1074,3,Macho,40,2,4,Gerente,1,Solteiro,16756,17323,7,S,Não,15,3,2,80,0,31,3,4,9,7,6,2
43,Não,Viajar_Raramente,415,Vendas,25,3,Médico,1,1076,3,Macho,79,2,3,Executivo de vendas,4,Divorciado,10798,5268,5,S,Não,13,3,3,80,1,18,5,3,1,0,0,0
20,Sim,Viajar_Frequentemente,769,Vendas,9,3,Marketing,1,1077,4,Fêmea,54,3,1,Representante de vendas,4,Solteiro,2323,17205,1,S,Sim,14,3,2,80,0,2,3,3,2,2,0,2
21,Sim,Viajar_Raramente,1334,Pesquisa e Desenvolvimento,10,3,Ciências da Vida,1,1079,3,Fêmea,36,2,1,Técnico de Laboratório,1,Solteiro,1416,17258,1,S,Não,13,3,1,80,0,1,6,2,1,0,1,0
46,Não,Viajar_Raramente,1003,Pesquisa e Desenvolvimento,8,4,Ciências da Vida,1,1080,4,Fêmea,74,2,2,Cientista Pesquisador,1,Divorciado,4615,21029,8,S,Sim,23,4,1,80,3,19,2,3,16,13,1,7
51,Sim,Viajar_Raramente,1323,Pesquisa e Desenvolvimento,4,4,Ciências da Vida,1,1081,1,Macho,34,3,1,Cientista Pesquisador,3,Casado,2461,10332,9,S,Sim,12,3,3,80,3,18,2,4,10,0,2,7
28,Sim,Não viagem,1366,Pesquisa e Desenvolvimento,24,2,Grau Técnico,1,1082,2,Macho,72,2,3,Representante de saúde,1,Solteiro,8722,12355,1,S,Não,12,3,1,80,0,10,2,2,10,7,1,9
26,Não,Viajar_Raramente,192,Pesquisa e Desenvolvimento,1,2,Médico,1,1083,1,Macho,59,2,1,Técnico de Laboratório,1,Casado,3955,11141,1,S,Não,16,3,1,80,2,6,2,3,5,3,1,3
30,Não,Viajar_Raramente,1176,Pesquisa e Desenvolvimento,20,3,Outro,1,1084,3,Macho,85,3,2,Diretor de Manufatura,1,Casado,9957,9096,0,S,Não,15,3,3,80,1,7,1,2,6,2,0,2
41,Não,Viajar_Raramente,509,Pesquisa e Desenvolvimento,7,2,Grau Técnico,1,1085,2,Fêmea,43,4,1,Cientista Pesquisador,3,Casado,3376,18863,1,S,Não,13,3,3,80,0,10,3,3,10,6,0,8
38,Não,Viajar_Raramente,330,Pesquisa e Desenvolvimento,17,1,Ciências da Vida,1,1088,3,Fêmea,65,2,3,Representante de saúde,3,Casado,8823,24608,0,S,Não,18,3,1,80,1,20,4,2,19,9,1,9
40,Não,Viajar_Raramente,1492,Pesquisa e Desenvolvimento,20,4,Grau Técnico,1,1092,1,Macho,61,3,3,Representante de saúde,4,Casado,10322,26542,4,S,Não,20,4,4,80,1,14,6,3,11,10,11,1
27,Não,Não viagem,1277,Pesquisa e Desenvolvimento,8,5,Ciências da Vida,1,1094,1,Macho,87,1,1,Técnico de Laboratório,3,Casado,4621,5869,1,S,Não,19,3,4,80,3,3,4,3,3,2,1,2
55,Não,Viajar_Frequentemente,1091,Pesquisa e Desenvolvimento,2,1,Ciências da Vida,1,1096,4,Macho,65,3,3,Diretor de Manufatura,2,Casado,10976,15813,3,S,Não,18,3,2,80,1,23,4,3,3,2,1,2
28,Não,Viajar_Raramente,857,Pesquisa e Desenvolvimento,10,3,Outro,1,1097,3,Fêmea,59,3,2,Cientista Pesquisador,3,Solteiro,3660,7909,3,S,Não,13,3,4,80,0,10,4,4,8,7,1,7
44,Sim,Viajar_Raramente,1376,Recursos Humanos,1,2,Médico,1,1098,2,Macho,91,2,3,Recursos Humanos,1,Casado,10482,2326,9,S,Não,14,3,4,80,1,24,1,3,20,6,3,6
33,Não,Viajar_Raramente,654,Pesquisa e Desenvolvimento,5,3,Ciências da Vida,1,1099,4,Macho,34,2,3,Representante de saúde,4,Divorciado,7119,21214,4,S,Não,15,3,3,80,1,9,2,3,3,2,1,2
35,Sim,Viajar_Raramente,1204,Vendas,4,3,Grau Técnico,1,1100,4,Macho,86,3,3,Executivo de vendas,1,Solteiro,9582,10333,0,S,Sim,22,4,1,80,0,9,2,3,8,7,4,7
33,Sim,Viajar_Frequentemente,827,Pesquisa e Desenvolvimento,29,4,Médico,1,1101,1,Fêmea,54,2,2,Cientista Pesquisador,3,Solteiro,4508,3129,1,S,Não,22,4,2,80,0,14,4,3,13,7,3,8
28,Não,Viajar_Raramente,895,Pesquisa e Desenvolvimento,15,2,Ciências da Vida,1,1102,1,Macho,50,3,1,Técnico de Laboratório,3,Divorciado,2207,22482,1,S,Não,16,3,4,80,1,4,5,2,4,2,2,2
34,Não,Viajar_Frequentemente,618,Pesquisa e Desenvolvimento,3,1,Ciências da Vida,1,1103,1,Macho,45,3,2,Representante de saúde,4,Solteiro,7756,22266,0,S,Não,17,3,3,80,0,7,1,2,6,2,0,4
37,Não,Viajar_Raramente,309,Vendas,10,4,Ciências da Vida,1,1105,4,Fêmea,88,2,2,Executivo de vendas,4,Divorciado,6694,24223,2,S,Sim,14,3,3,80,3,8,5,3,1,0,0,0
25,Sim,Viajar_Raramente,1219,Pesquisa e Desenvolvimento,4,1,Grau Técnico,1,1106,4,Macho,32,3,1,Técnico de Laboratório,4,Casado,3691,4605,1,S,Sim,15,3,2,80,1,7,3,4,7,7,5,6
26,Sim,Viajar_Raramente,1330,Pesquisa e Desenvolvimento,21,3,Médico,1,1107,1,Macho,37,3,1,Técnico de Laboratório,3,Divorciado,2377,19373,1,S,Não,20,4,3,80,1,1,0,2,1,1,0,0
33,Sim,Viajar_Raramente,1017,Pesquisa e Desenvolvimento,25,3,Médico,1,1108,1,Macho,55,2,1,Cientista Pesquisador,2,Solteiro,2313,2993,4,S,Sim,20,4,2,80,0,5,0,3,2,2,2,2
42,Não,Viajar_Raramente,469,Pesquisa e Desenvolvimento,2,2,Médico,1,1109,4,Macho,35,3,4,Gerente,1,Casado,17665,14399,0,S,Não,17,3,4,80,1,23,3,3,22,6,13,7
28,Sim,Viajar_Frequentemente,1009,Pesquisa e Desenvolvimento,1,3,Médico,1,1111,1,Macho,45,2,1,Técnico de Laboratório,2,Divorciado,2596,7160,1,S,Não,15,3,1,80,2,1,2,3,1,0,0,0
50,Sim,Viajar_Frequentemente,959,Vendas,1,4,Outro,1,1113,4,Macho,81,3,2,Executivo de vendas,3,Solteiro,4728,17251,3,S,Sim,14,3,4,80,0,5,4,3,0,0,0,0
33,Não,Viajar_Frequentemente,970,Vendas,7,3,Ciências da Vida,1,1114,4,Fêmea,30,3,2,Executivo de vendas,2,Casado,4302,13401,0,S,Não,17,3,3,80,1,4,3,3,3,2,0,2
34,Não,Não viagem,697,Pesquisa e Desenvolvimento,3,4,Ciências da Vida,1,1115,3,Macho,40,2,1,Cientista Pesquisador,4,Casado,2979,22478,3,S,Não,17,3,4,80,3,6,2,3,0,0,0,0
48,Não,Não viagem,1262,Pesquisa e Desenvolvimento,1,4,Médico,1,1116,1,Macho,35,4,4,Gerente,4,Solteiro,16885,16154,2,S,Não,22,4,3,80,0,27,3,2,5,4,2,1
45,Não,Não viagem,1050,Vendas,9,4,Ciências da Vida,1,1117,2,Fêmea,65,2,2,Executivo de vendas,3,Casado,5593,17970,1,S,Não,13,3,4,80,1,15,2,3,15,10,4,12
52,Não,Viajar_Raramente,994,Pesquisa e Desenvolvimento,7,4,Ciências da Vida,1,1118,2,Macho,87,3,3,Representante de saúde,2,Solteiro,10445,15322,7,S,Não,19,3,4,80,0,18,4,3,8,6,4,0
38,Não,Viajar_Raramente,770,Vendas,10,4,Marketing,1,1119,3,Macho,73,2,3,Executivo de vendas,3,Divorciado,8740,5569,0,S,Sim,14,3,2,80,2,9,2,3,8,7,2,7
29,Não,Viajar_Raramente,1107,Pesquisa e Desenvolvimento,28,4,Ciências da Vida,1,1120,3,Fêmea,93,3,1,Cientista Pesquisador,4,Divorciado,2514,26968,4,S,Não,22,4,1,80,1,11,1,3,7,5,1,7
28,Não,Viajar_Raramente,950,Pesquisa e Desenvolvimento,3,3,Médico,1,1121,4,Fêmea,93,3,3,Diretor de Manufatura,2,Divorciado,7655,8039,0,S,Não,17,3,2,80,3,10,3,2,9,7,1,7
46,Não,Viajar_Raramente,406,Vendas,3,1,Marketing,1,1124,1,Macho,52,3,4,Gerente,3,Casado,17465,15596,3,S,Não,12,3,4,80,1,23,3,3,12,9,4,9
38,Não,Viajar_Raramente,130,Vendas,2,2,Marketing,1,1125,4,Macho,32,3,3,Executivo de vendas,2,Solteiro,7351,20619,7,S,Não,16,3,3,80,0,10,2,3,1,0,0,0
43,Não,Viajar_Frequentemente,1082,Pesquisa e Desenvolvimento,27,3,Ciências da Vida,1,1126,3,Fêmea,83,3,3,Diretor de Manufatura,1,Casado,10820,11535,8,S,Não,11,3,3,80,1,18,1,3,8,7,0,1
39,Sim,Viajar_Frequentemente,203,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,1127,1,Macho,84,3,4,Representante de saúde,4,Divorciado,12169,13547,7,S,Não,11,3,4,80,3,21,4,3,18,7,11,5
40,Não,Viajar_Raramente,1308,Pesquisa e Desenvolvimento,14,3,Médico,1,1128,3,Macho,44,2,5,Diretor de Pesquisa,3,Solteiro,19626,17544,1,S,Não,14,3,1,80,0,21,2,4,20,7,4,9
21,Não,Viajar_Raramente,984,Pesquisa e Desenvolvimento,1,1,Grau Técnico,1,1131,4,Fêmea,70,2,1,Cientista Pesquisador,2,Solteiro,2070,25326,1,S,Sim,11,3,3,80,0,2,6,4,2,2,2,2
39,Não,Não viagem,439,Pesquisa e Desenvolvimento,9,3,Ciências da Vida,1,1132,3,Macho,70,3,2,Técnico de Laboratório,2,Solteiro,6782,8770,9,S,Não,15,3,3,80,0,9,2,2,5,4,0,3
36,Não,Não viagem,217,Pesquisa e Desenvolvimento,18,4,Ciências da Vida,1,1133,1,Macho,78,3,2,Diretor de Manufatura,4,Solteiro,7779,23238,2,S,Não,20,4,1,80,0,18,0,3,11,9,0,9
31,Não,Viajar_Frequentemente,793,Vendas,20,3,Ciências da Vida,1,1135,3,Macho,67,4,1,Representante de vendas,4,Casado,2791,21981,0,S,Não,12,3,1,80,1,3,4,3,2,2,2,2
28,Não,Viajar_Raramente,1451,Pesquisa e Desenvolvimento,2,1,Ciências da Vida,1,1136,1,Macho,67,2,1,Cientista Pesquisador,2,Casado,3201,19911,0,S,Não,17,3,1,80,0,6,2,1,5,3,0,4
35,Não,Viajar_Frequentemente,1182,Vendas,11,2,Marketing,1,1137,4,Macho,54,3,2,Executivo de vendas,4,Divorciado,4968,18500,1,S,Não,11,3,4,80,1,5,3,3,5,2,0,2
49,Não,Viajar_Raramente,174,Vendas,8,4,Grau Técnico,1,1138,4,Macho,56,2,4,Executivo de vendas,2,Casado,13120,11879,6,S,Não,17,3,2,80,1,22,3,3,9,8,2,3
34,Não,Viajar_Frequentemente,1003,Pesquisa e Desenvolvimento,2,2,Ciências da Vida,1,1140,4,Macho,95,3,2,Diretor de Manufatura,3,Solteiro,4033,15834,2,S,Não,11,3,4,80,0,5,3,2,3,2,0,2
29,Não,Viajar_Frequentemente,490,Pesquisa e Desenvolvimento,10,3,Ciências da Vida,1,1143,4,Fêmea,61,3,1,Cientista Pesquisador,2,Divorciado,3291,17940,0,S,Não,14,3,4,80,2,8,2,2,7,5,1,1
42,Não,Viajar_Raramente,188,Pesquisa e Desenvolvimento,29,3,Médico,1,1148,2,Macho,56,1,2,Técnico de Laboratório,4,Solteiro,4272,9558,4,S,Não,19,3,1,80,0,16,3,3,1,0,0,0
29,Não,Viajar_Raramente,718,Pesquisa e Desenvolvimento,8,1,Médico,1,1150,2,Macho,79,2,2,Diretor de Manufatura,4,Casado,5056,17689,1,S,Sim,15,3,3,80,1,10,2,2,10,7,1,2
38,Não,Viajar_Raramente,433,Recursos Humanos,1,3,Recursos Humanos,1,1152,3,Macho,37,4,1,Recursos Humanos,3,Casado,2844,6004,1,S,Não,13,3,4,80,1,7,2,4,7,6,5,0
28,Não,Viajar_Frequentemente,773,Pesquisa e Desenvolvimento,6,3,Ciências da Vida,1,1154,3,Macho,39,2,1,Cientista Pesquisador,3,Divorciado,2703,22088,1,S,Sim,14,3,4,80,1,3,2,3,3,1,0,2
18,Sim,Não viagem,247,Pesquisa e Desenvolvimento,8,1,Médico,1,1156,3,Macho,80,3,1,Técnico de Laboratório,3,Solteiro,1904,13556,1,S,Não,12,3,4,80,0,0,0,3,0,0,0,0
33,Sim,Viajar_Raramente,603,Vendas,9,4,Marketing,1,1157,1,Fêmea,77,3,2,Executivo de vendas,1,Solteiro,8224,18385,0,S,Sim,17,3,1,80,0,6,3,3,5,2,0,3
41,Não,Viajar_Raramente,167,Pesquisa e Desenvolvimento,12,4,Ciências da Vida,1,1158,2,Macho,46,3,1,Técnico de Laboratório,4,Casado,4766,9051,3,S,Sim,11,3,1,80,1,6,4,3,1,0,0,0
31,Sim,Viajar_Frequentemente,874,Pesquisa e Desenvolvimento,15,3,Médico,1,1160,3,Macho,72,3,1,Técnico de Laboratório,3,Casado,2610,6233,1,S,Não,12,3,3,80,1,2,5,2,2,2,2,2
37,Não,Viajar_Raramente,367,Pesquisa e Desenvolvimento,25,2,Médico,1,1161,3,Fêmea,52,2,2,Representante de saúde,4,Divorciado,5731,17171,7,S,Não,13,3,3,80,2,9,2,3,6,2,1,3
27,Não,Viajar_Raramente,199,Pesquisa e Desenvolvimento,6,3,Ciências da Vida,1,1162,4,Macho,55,2,1,Cientista Pesquisador,3,Casado,2539,7950,1,S,Não,13,3,3,80,1,4,0,3,4,2,2,2
34,Não,Viajar_Raramente,1400,Vendas,9,1,Ciências da Vida,1,1163,2,Fêmea,70,3,2,Executivo de vendas,3,Casado,5714,5829,1,S,Não,20,4,1,80,0,6,3,2,6,5,1,3
